path,name,kind,bytes,lines,sha256
docs/FINAL/fusion_inbox_R6/SYNTHESE/synthese_lexique_mvp_crypto_project_context_0.7.2_REAL_FULL_SOURCE_FUSION.md,synthese_lexique_mvp_crypto_project_context_0.7.2_REAL_FULL_SOURCE_FUSION.md,file,18741,629,85370c38cf743221e6902d7e64f45a613447b1af6f16d6a0e6a408824b5e9521
docs/FINAL/MVP_QAIC_DOCS_FINAL_FUSED.md,MVP_QAIC_DOCS_FINAL_FUSED.md,file,929,40,a29e5bf21e4be318815656ad4e118553a55c7862e38e581e9a9822ac0f0a33ea
docs/FINAL/MVP_QAIC_NOTICE_UTILISATION.css,MVP_QAIC_NOTICE_UTILISATION.css,file,1448,17,2023148588d8a65e8342170c505215121ac4e6fa2df4ba5100e2e762b2976910
docs/FINAL/MVP_QAIC_NOTICE_UTILISATION.html,MVP_QAIC_NOTICE_UTILISATION.html,file,2422,41,c79cb573791fab623e020ec644f6cd7126dfcbe6fa448b6f39c8dea0aafc82ae
docs/FINAL/MVP_QAIC_SHEETS_COCKPIT_BLUEPRINT.csv,MVP_QAIC_SHEETS_COCKPIT_BLUEPRINT.csv,file,6775,24,61b341cefd082b6c7317bf96925e45faa8d1b56501e2466d1e03be159809b4fb
docs/FINAL/MVP_QAIC_SHEETS_COCKPIT_BLUEPRINT.md,MVP_QAIC_SHEETS_COCKPIT_BLUEPRINT.md,file,1747,25,b7dfedb7687a9a9762e8cb19dd5353dc92daf6e60340627702d18f8c219f039e
docs/FINAL/REFERENCE_v0.2.6,REFERENCE_v0.2.6,dir,,,
docs/FINAL/REFERENCE_v0.2.6/MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.6.md,MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.6.md,file,275687,7392,99b009729b8265f51c19bf4829f319ce270456f0e9f5a6708e33161c81f3cc7f
docs/FINAL/REFERENCE_v0.2.6/MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_v0.2.6.md,MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_v0.2.6.md,file,220795,5630,6b0a1ffe5a30c6b6c77cf4b9bcf93a489aad11bd0c521891b2702e7e64a1c5c5
docs/FINAL/REFERENCE_v0.2.6/MVP_QAIC_LEXIQUE_REFERENCE_FINAL_FUSED_v0.2.6.md,MVP_QAIC_LEXIQUE_REFERENCE_FINAL_FUSED_v0.2.6.md,file,158153,4932,13bf6961067469c47507b81d0d86e7f40b78ef888c2df1d0c3e3e406c05213a4
docs/FINAL/REFERENCE_v0.2.6/MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_v0.2.6.md,MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_v0.2.6.md,file,174123,5833,fe33373d35d61472786a048ffd6b823e0f3952761a68a2001e3e3bdb2cdafde9
docs/FINAL/REFERENCE_v0.2.6/MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_v0.2.6.md,MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_v0.2.6.md,file,37479,1487,52f10594a45af2bbcd9e6d288261f4c7215cdd13b172b4f0582fe15cb920a10d
docs/FINAL/REFERENCE_v0.2.6/MVP_QAIC_WEB_ARCHITECTURE_UI_PROCESS_FINAL_FUSED_v0.2.6.md,MVP_QAIC_WEB_ARCHITECTURE_UI_PROCESS_FINAL_FUSED_v0.2.6.md,file,151690,4727,ae9285eb66c6dc280f5748c560617b548bc1835600940be48081c932b187e62f
docs/FINAL/REFERENCE_v0.2.6/REFERENCE_SOURCES_MANIFEST_v0.2.6.csv,REFERENCE_SOURCES_MANIFEST_v0.2.6.csv,file,22722,109,cbb6db7dc2696f4d1c93045d0f02e69fa05504ae5ad9e3585634ebfac58a29a4
docs/FINAL/REFERENCE_v0.2.6/REFERENCE_v0.2.6_FINAL_SEAL.md,REFERENCE_v0.2.6_FINAL_SEAL.md,file,629,24,e4d194dd31283b39b21d0a0d919e8ce3f85616a75943d8e1caf5812a4cba4605
docs/FINAL/SUPERSEDED_REFERENCE_INDEX.md,SUPERSEDED_REFERENCE_INDEX.md,file,2478,35,a7f91fcee56f67572f3f1c0561acecd435939b290edff67d14d515f0363c6613
docs/FINAL/WEBAPP_ARCHITECTURE_CDC,WEBAPP_ARCHITECTURE_CDC,dir,,,
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/ARCHIVE,ARCHIVE,dir,,,
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/ARCHIVE/BROKEN_SUPERSEDED__CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SCHEMA_PRO_v0_1_2.svg,BROKEN_SUPERSEDED__CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SCHEMA_PRO_v0_1_2.svg,file,7551,52,b09814b10af94918b7e8f65f08a0a45618264207e27f9563a3bfca974b3b557c
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/ARCHIVE/desktop.ini,desktop.ini,file,246,7,b9629f88fcf26d1acc8c27e7118ed9b0ae9cb56c6294dcac7aacb0532aa200c0
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/ARCHIVE/v0_1_0_SUPERSEDED,v0_1_0_SUPERSEDED,dir,,,
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/ARCHIVE/v0_1_1_SUPERSEDED,v0_1_1_SUPERSEDED,dir,,,
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT,CURRENT,dir,,,
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT.zip,CURRENT.zip,file,1526650,11210,223f47c2607aa4ad4cb79925db4f3e0034067aa1fe5c17e3d7f13e6c2c5c98ec
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_QAIC_LIAISON_v0_1_2.md,CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_QAIC_LIAISON_v0_1_2.md,file,8217,283,e3bb496d7c4bd0c0878eb16d88af45f1067ac628be1e9bd3a2b86dc7cccee0a3
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SCHEMA_PRO_v0_1_2.png,CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SCHEMA_PRO_v0_1_2.png,file,813132,5172,efa30bf44928e62a36008dfbcfb40cb4c0587b68729505e666774edb02506c99
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SCHEMA_PRO_v0_1_2.svg,CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SCHEMA_PRO_v0_1_2.svg,file,7559,52,c9d7b57e88d368b00f7660654835626aa1e23dde5c8d7f7c6887d4445dc94064
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SVG_REPAIR_VERIFY_v0_1_2.json,CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_SVG_REPAIR_VERIFY_v0_1_2.json,file,447,9,649884859f052dd5c2458b3aab9b7f84b5322c39ba5e28f07f9d4122fd4ac274
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_VERIFY_v0_1_2.json,CDC_MVP_QAIC_WEBAPP_ARCHITECTURE_VERIFY_v0_1_2.json,file,553,16,ef91b2917d791378a3a0b50bf42cf35478cd87a80e086dbe112a50822da4b633
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/desktop.ini,desktop.ini,file,246,7,b9629f88fcf26d1acc8c27e7118ed9b0ae9cb56c6294dcac7aacb0532aa200c0
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/MVP_QAIC_WEBAPP_ARCHITECTURE_CDC_v0_1_2_PRO_PACK_REPAIRED.zip,MVP_QAIC_WEBAPP_ARCHITECTURE_CDC_v0_1_2_PRO_PACK_REPAIRED.zip,file,763148,5519,b3e0598fe66fc6ecad63628f57dc06ecca21dc7aa98ad9c1afc11110f5676379
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/CURRENT/README.md,README.md,file,407,14,ffcb5de6c1927b29edbd8526cc6bcb4841c5d6c3e79ce4406609036822741c09
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/desktop.ini,desktop.ini,file,246,7,b9629f88fcf26d1acc8c27e7118ed9b0ae9cb56c6294dcac7aacb0532aa200c0
docs/FINAL/WEBAPP_ARCHITECTURE_CDC/README.md,README.md,file,435,13,0c2bdddbc0478b2586e76837ffd994250ea5d5002fd156e637ddaf9c71223d00
docs/FINAL/🎨 MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_v0.2.2.md,🎨 MVP_QAIC_UI_UX_STITCH_FINAL_FUSED_v0.2.2.md,file,143997,1993,98e795bc8723e892f97de60f85d58df85925988da4b071f69f764f8254ed3a3e
docs/FINAL/💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_v0.2.2.md,💎 MVP_QAIC_PROMPT_GEM_WORKFLOW_FINAL_FUSED_v0.2.2.md,file,101653,2872,f5ed862204531ec190d1adf747ef8b7a11a67751abbac4d696ed0dcdda106fe1
docs/FINAL/📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_v0.2.2.md,📊 MVP_QAIC_SHEETS_COCKPITS_FINAL_FUSED_v0.2.2.md,file,124640,1823,d7db8f3378fb1ce267041f5e41a3866c7ed02fd144d5327e8816750b5691f10b
docs/FINAL/📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.3.md,📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.3.md,file,115151,2203,b3896dc293afd49c0b5719a4b58040c953aaa2d6d735b6a3ce479f96c4ddab56
docs/FINAL/🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md,🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md,file,99384,1929,3273d14aded9ebd54de9b8318f8101af3568128d67fdeb8067be13bbdb346956
docs/FINAL/🚀 MVP_QAIC_NOTICE_DOCUMENTAIRE_FINALE_v0.3.0.md,🚀 MVP_QAIC_NOTICE_DOCUMENTAIRE_FINALE_v0.3.0.md,file,1163,33,95bd9d78723743736cdd387ff280fb96a331f7fc1d33d981f1dee4ce5de6841a
docs/FINAL/🚀 MVP_QAIC_NOTICE_INTERFACE_DOCS_BINDING_v0.5.0.md,🚀 MVP_QAIC_NOTICE_INTERFACE_DOCS_BINDING_v0.5.0.md,file,1548,28,7ae25b4ac0a3ffcd1ae4b8974388b6e2599fe9133e11ae4cf8cdab6bba49596a
docs/FINAL/🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_v0.2.3.md,🚀 MVP_QAIC_NOTICE_RUNBOOK_FINAL_FUSED_v0.2.3.md,file,98516,2970,6ee66e2a5995d134dc35126d16d7beb3655b2026b860850d14544d6e9c0d8cdf
docs/FINAL/🧊 MVP_QAIC_P203B4A_ARCHIVE_AUTHORIZATION_REVIEW_v0.4.0.md,🧊 MVP_QAIC_P203B4A_ARCHIVE_AUTHORIZATION_REVIEW_v0.4.0.md,file,18204,148,d6fa975d7b4e1f8a30db9d0271cb0c2bd825aac89d9546012429fdbe33d84afe
docs/FINAL/🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_v0.2.5.md,🧭 MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED_v0.2.5.md,file,104514,2117,09d393441999596f4e518764a8af1864fb99a1bbbd64ffd5ab8ba19482de4569
docs/FINAL/🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_v0.2.2.md,🧱 MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED_v0.2.2.md,file,112822,2156,640d1a7fdd7610cf1aa18f9031654ed9736b9a62a5ba4ea56281b31ceff75da2
docs/FINAL/🧾 MVP_QAIC_FINAL_DOCS_INDEX_v0.2.2.md,🧾 MVP_QAIC_FINAL_DOCS_INDEX_v0.2.2.md,file,1191,23,bcde1adeed8f71405e7c1ab921f12a8e0c38a57434e7d641b73d8ac597e641dc
docs/FINAL/🧾 MVP_QAIC_FINAL_REFERENCE_INDEX_v0.3.0.md,🧾 MVP_QAIC_FINAL_REFERENCE_INDEX_v0.3.0.md,file,2581,57,26fb9fef1fff2b402783db9249035cffd6a9ab4aeb4943b9be82bd42c68b6652
