"item_id","theme","relative_path","source_path","source_exists","final_file","integrated_in_final_candidate","source_zone","archive_allowed","archive_execute_now","archive_target_policy"
"ITEM-000019","PLANNING_ROADMAP","01_DOCS\ROADMAP\ROADMAP_VISUAL_V0_1_TO_V1_0.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\01_DOCS\ROADMAP\ROADMAP_VISUAL_V0_1_TO_V1_0.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MVP_QAIC_PY","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-000020","PLANNING_ROADMAP","01_DOCS\ROADMAP\🗺️ ROADMAP_VISUAL_V0_1_TO_V1_0.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\01_DOCS\ROADMAP\🗺️ ROADMAP_VISUAL_V0_1_TO_V1_0.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MVP_QAIC_PY","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001945","PLANNING_ROADMAP","01_DOCS\VALIDATION\P10B_DOCS_20260616-192522\P10B_DOCPLAN_20260616-192522.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P10B_DOCS_20260616-192522\P10B_DOCPLAN_20260616-192522.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002049","PLANNING_ROADMAP","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\MVP_QAIC_LEXIQUE_EXPANDED_SEED_PLAN_P12J_20260617-013209.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\MVP_QAIC_LEXIQUE_EXPANDED_SEED_PLAN_P12J_20260617-013209.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002047","PLANNING_ROADMAP","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANDED_SEED_PLAN_20260617-013209.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANDED_SEED_PLAN_20260617-013209.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002046","PLANNING_ROADMAP","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANSION_BUCKETS_20260617-013209.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_EXPANSION_BUCKETS_20260617-013209.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002052","PLANNING_ROADMAP","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_MANIFEST_20260617-013209.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_MANIFEST_20260617-013209.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002051","PLANNING_ROADMAP","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_REPORT_20260617-013209.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_REPORT_20260617-013209.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002050","PLANNING_ROADMAP","01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_SUMMARY_20260617-013209.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12J_EXP_PLAN_20260617-013209\P12J_SUMMARY_20260617-013209.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002141","PLANNING_ROADMAP","01_DOCS\VALIDATION\P13E_20260617_113834\P13E_DRY_RUN_IMPORT_PLAN.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P13E_20260617_113834\P13E_DRY_RUN_IMPORT_PLAN.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002270","PLANNING_ROADMAP","01_DOCS\VALIDATION\P21A_20260617_155339\P21A_LEXIQUE_FUSION_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P21A_20260617_155339\P21A_LEXIQUE_FUSION_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002293","PLANNING_ROADMAP","01_DOCS\VALIDATION\P22F2B_20260617_174304\P22F2B_CONTENT_ENRICHMENT_PLAN.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P22F2B_20260617_174304\P22F2B_CONTENT_ENRICHMENT_PLAN.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002418","PLANNING_ROADMAP","01_DOCS\VALIDATION\P26R_20260618_105204\P26R_REBUILD_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P26R_20260618_105204\P26R_REBUILD_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002428","PLANNING_ROADMAP","01_DOCS\VALIDATION\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P26R2_20260618_105728\P26R2_REBUILD_PLAN.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001442","PLANNING_ROADMAP","01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001444","PLANNING_ROADMAP","01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.json","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.json","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001446","PLANNING_ROADMAP","01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P6B_SHEETS_APPSHEET_CLEANUP_PLAN_READONLY_20260616-044534.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001662","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8A_QAIC_REVOLUT_X_COMPATIBILITY_AUDIT_NO_APPLY_20260616-152359\P8A_R0_R6_ROADMAP_NO_APPLY_20260616-152359.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8A_QAIC_REVOLUT_X_COMPATIBILITY_AUDIT_NO_APPLY_20260616-152359\P8A_R0_R6_ROADMAP_NO_APPLY_20260616-152359.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001678","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8B_SUMMARY_20260616-152747.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8B_SUMMARY_20260616-152747.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001686","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_EXECUTION_GATES_AND_LOCKS_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_EXECUTION_GATES_AND_LOCKS_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001683","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001690","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_MANIFEST_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_MANIFEST_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001684","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001687","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001689","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_REVOLUT_X_SKELETON_PLAN_REPORT_20260616-153551.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_REVOLUT_X_SKELETON_PLAN_REPORT_20260616-153551.md","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001685","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001682","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001688","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SUMMARY_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8C_REVOLUT_X_SKELETON_PLAN_NO_APPLY_20260616-153551\P8C_SUMMARY_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001695","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001696","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001699","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001697","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SCRIPT_BUILD_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001694","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-155551\P8C_SHEET_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001708","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_HEADER_SKELETON_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001709","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_PRIVATE_APP_VIEW_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001712","PLANNING_ROADMAP","01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8D2_HUMAN_REVIEW_SYNTHESIS_AND_STOP_NO_APPLY_20260616-160354\P8C_QAIC_JOIN_READINESS_PLAN_20260616-153551.csv","True","🗺️ MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
