target_doc,source_path,size_bytes,sha256
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/ARCHITECTURE/🧱 ARCHITECTURE_MVP_QAIC_LEXIQUE_FIRST_APPSHEET_QAIC_PYTHON_0.6.2.md,5112,13ccb01776ce5724ee020e4ee3f14d7c1be9c09dc7dddde1d00a319105d49706
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/CDC/📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.6.2_REAL_FUSION_REPAIR.md,27670,00f3d38c78243036b0c16a2fa37fcc5571cbc389282052ed2a27ffd55db83369
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/CDC/📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md,31100,c5d63c4b023d7671edeb0a78ba0e0792ef30f88098b2c3f11b6b2971ed593db2
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/INSTRUCTIONS/INSTRUCTIONS_UI_IMPERATIVE_MVP_QAIC_1.0.2.md,1733,babd2b74b1c0ab4d52fc83636b5ad7ee95692fdd27fce3f25812f63fe6c03f5f
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/MANIFEST/MANIFEST_MVP_QAIC_INSTRUCTIONS_0.5.0_UI_FULL_FUSION.md,1543,b0e8bb665825cf385b91a9a93239dc8ea75a5883fa4e39bd1281ce189325c07d
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/PLANNING/🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.6.2_REAL_FUSION_REPAIR.md,26933,6904e0a495e1789faa9d582e726f401eccc3e6cbf630279768e805a92ba94630
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/PLANNING/🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,30379,8aae0ef0fba8e5e1b3a4c7a33ad83e2b00bce0ae7ee7e733a6b71f57edf7dd02
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/README/README_MVP_QAIC_P2C_FRONTEND_RENAME_SAFE_FALLBACKS_0.8.0.md,1110,5492a5ef5deef576a962a9774dd9cfd64c91d14de8d61538d0cf57fa31e8e006
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/README/README_MVP_QAIC_P2L_JOURNAL_UI_AND_INSTRUCTIONS_1.0.2_SAFE.md,722,8ec63bf3951f36704bac37e533b5f59d661af9515aab15384f85637e93896205
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/README/README_P2C_FRONTEND_RENAME_CORRECTED.md,974,9df40fa90f1b900b77953846be0565bda18b2f307a11d1f89070e5b65a14d749
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/RUNBOOK/RUNBOOK_MVP_QAIC_P2T_FINAL_CLEAN_UI_BEFORE_REPROCESS_1.1.0_SAFE.md,1513,6f0901dbb5ddb5ee9917caf5a8c283234bc40a5129561e9bb38cde500c6a92a5
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_APPSHEET_MANUAL_BUILD_0.6.2.md,2234,144c6477df530f5bbaa64ce1eb8d614858abb770c54dcc27fc554f2c6a6089ac
MVP QAIC Web Architecture UI Process Final Fused v0.2.6,docs/FINAL/fusion_inbox_R6/README/README_MVP_QAIC_P3E_RISK_PLAYBOOK_POSITION_ACTION_SIMPLE_APPLY_1.4.5_SAFE.md,1488,729ec3d08a6faa77edae74f79bc5a78322ff209a9cdb71bc4ef00d1e50aa73c1
MVP QAIC Final Reference Seal v0.2.7,docs/FINAL/✅ REFERENCE_v0.2.7_FINAL_SEAL.md,5675,10b4139c7e0a314668221f72b30a02372ebdf498440f1c5116cd5260b2821277
docs/FINAL/R21B_REFLEX_RUNTIME_CLOSURE_STRATEGY_AND_INSTRUCTIONS_MEMO_20260701.md,R21B Reflex runtime closure strategy and instructions memo,FINAL_ACTIVE_REFERENCE,2026-07-01
