"item_id","root_id","relative_path","theme","doc_class","canonical_target","proposed_action","output_allowed_here","integrated_in_final","archive_allowed"
"ITEM-002574","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6\csv_seed_p0b4\GPT_PROMPT_RUNTIME_SPEC.csv","CDC_CONTRACT","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_CDC_CONTRACT_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002575","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6\csv_seed_p0b4\PORTFOLIO_SNAPSHOT.csv","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002576","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6\csv_seed_p0b4\QAIC_RUNTIME_BRIDGE_STATUS.csv","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002577","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6\csv_seed_p0b4\REVOLUT_X_QAIC_BRIDGE_MAPPING.csv","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002578","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6\csv_seed_p0b4\REVOLUT_X_READONLY_CONTRACT.csv","CDC_CONTRACT","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_CDC_CONTRACT_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002579","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6\docs\AUDIT_P0B4_GPT_REVOLUTX_READONLY_BRIDGE_0.2.6.md","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002580","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\MANIFEST_P0B5_0.2.9.md","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002581","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\README_INSTALL_P0B5_0.2.9.md","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002582","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\apps_script\mvpqaic_07_p0b5_trade_plan_methods_trailing.gs","PLANNING_ROADMAP","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002583","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\csv_seed_p0b5\GPT_TRADE_PLAN_RUNTIME_REQUIREMENTS.csv","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002584","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\csv_seed_p0b5\POSITION_FOLLOWUP_RULES.csv","INSTRUCTIONS_GOVERNANCE","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002585","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\csv_seed_p0b5\TOKEN_TYPE_PROFILES.csv","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002586","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\csv_seed_p0b5\TP_SL_CALCULATION_RULES.csv","INSTRUCTIONS_GOVERNANCE","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_INSTRUCTIONS_GOVERNANCE_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002587","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\csv_seed_p0b5\TRADE_PLAN_METHODS.csv","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002588","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\csv_seed_p0b5\TRAILING_PLAYBOOK.csv","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002589","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\DEV\P0B5_TRADE_PLAN_METHODS_TRAILING_LOGIC_0.2.9\docs\AUDIT_P0B5_TRADE_PLAN_METHODS_TRAILING_0.2.9.md","PLANNING_ROADMAP","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002590","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_09_p1c_decision_journal_append.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002591","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_09_p1_journal_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002592","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_11_p1e_prompt_quality_dashboard.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002593","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_11_p1_prompt_quality_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002594","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_20_script_registry_maintenance_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002595","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\.clasp.json","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002596","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_01_knowledge_engine.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002597","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_02_formatting.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002598","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\appsscript.json","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002599","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_00_setup_p0.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002600","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_03_import_csv_seeds.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002601","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_04_p0b2_expansion.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002602","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_05_p0b3_institutional_readiness.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002603","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_06_p0b4_gpt_revolutx_bridge.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002604","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_07_p0b5_trade_plan_methods_trailing.js","PLANNING_ROADMAP","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002605","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_08_full_signal_mapping_50_50.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002606","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_09_p1_journal_core.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002607","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_11_p1_prompt_quality_core.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002608","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_20_script_registry_maintenance_core.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002609","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_21_sheet_inventory_cross_audit_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002610","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_30_lexique_methods_signals_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002611","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_31_lexique_master_search_cockpit_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002612","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_22_frontend_sheet_rename_migration_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002613","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\mvpqaic_23_gpt_response_intake_core.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002614","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\apps_script\archive_reference_only\mvpqaic_24_prompt_runtime_catalog_sync_core_DO_NOT_INSTALL_LIVE.gs","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002615","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\.clasp.json","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002616","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_01_knowledge_engine.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002617","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_02_formatting.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002618","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_00_setup_p0.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002619","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\appsscript.json","ARCHITECTURE_MIGRATION","DOC_SOURCE_TO_COMPARE","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002620","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_03_import_csv_seeds.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002621","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_04_p0b2_expansion.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002622","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_05_p0b3_institutional_readiness.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002623","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_06_p0b4_gpt_revolutx_bridge.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002624","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_07_p0b5_trade_plan_methods_trailing.js","PLANNING_ROADMAP","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ROADMAP_PLANNING_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002625","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_08_full_signal_mapping_50_50.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002626","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_09_p1_journal_core.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
"ITEM-002627","ROOT_02_MVP_QAIC_MAIN_FOLDER","03_APPS_SCRIPT\APPS_SCRIPT_MIRROR\mvpqaic_11_p1_prompt_quality_core.js","ARCHITECTURE_MIGRATION","SCRIPT_OR_UI_SOURCE_TO_CLASSIFY","docs\FINAL\MVP_QAIC_ARCHITECTURE_MIGRATION_FINAL_FUSED.md","REVIEW_COMPARE","YES_CANONICAL_SCOPE","UNKNOWN_REQUIRES_P203B_DIFF","NO_UNTIL_INTEGRATED_TRUE"
